tweet_id,date,image_type,pages_shown,transcribed_text,chapters,stage_raw,confidence,notes,status,source_of_truth,verdict,reviewer_note,model_image_type,model_pages_shown,model_transcribed_text,confirmed_at
1810270404361195758,2024-07-08,artwork,,,,,high,archival YuYu Hakusho カットD,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1810586451555287478,2024-07-09,page_log,16 17,,,,high,,confirmed,human_confirmed,ok,Ch 414 p. 16 sketch,page_log,16 17,,2026-08-30T06:00:17.009316+00:00
1810635015652610210,2024-07-09,artwork,,,,,high,"colour Gon, calendar cut",confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1810947358655705229,2024-07-10,page_log,18 19,,,,high,chapter ends at p19,confirmed,human_confirmed,ok,,page_log,18 19,,2026-08-30T06:00:17.009316+00:00
1810995321079472380,2024-07-10,artwork,,,,,high,"watercolour, birthday present piece",confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1811402349354856520,2024-07-11,artwork,,,,,high,archival YuYu Hakusho cuts B/C,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1811672073313607994,2024-07-12,page_log,3 4 5,,,,high,RESET; a third sheet is partly hidden,confirmed,human_corrected,fix,Ch 415 p. 4 sketch,page_log,3 5,,2026-08-30T06:00:17.009316+00:00
1811723086066323863,2024-07-12,artwork,,,,,high,colour Killua,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1812039691157324227,2024-07-13,page_log,6 7 8,,,,high,,confirmed,human_confirmed,ok,Ch 415 p. 6 sketch,page_log,6 7 8,,2026-08-30T06:00:17.009316+00:00
1812094156149494211,2024-07-13,artwork,,,,,high,colour Kurapika and Gon,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1812419869390029241,2024-07-14,page_log,9 10 11,,,,high,,confirmed,human_confirmed,ok,Ch 415 p. 10 sketch,page_log,9 10 11,,2026-08-30T06:00:17.009316+00:00
1812421516320977273,2024-07-14,artwork,,,,,high,archival colour cuts,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1812759219067818266,2024-07-15,page_log,12 13,,,,high,,confirmed,human_confirmed,ok,,page_log,12 13,,2026-08-30T06:00:17.009316+00:00
1812815567503647036,2024-07-15,artwork,,,,,high,colour Leorio,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1813121614911009153,2024-07-16,page_log,14 15,,,,high,,confirmed,human_confirmed,ok,Ch 415 p. 14 & 15 sketch,page_log,14 15,,2026-08-30T06:00:17.009316+00:00
1813159799070335298,2024-07-16,artwork,,,,,high,colour Gon,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1813485171863351313,2024-07-17,page_log,16 17,,,,high,,confirmed,human_confirmed,ok,,page_log,16 17,,2026-08-30T06:00:17.009316+00:00
1813543475453075530,2024-07-17,artwork,,,,,high,colour Killua,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1813899259953172729,2024-07-18,artwork,,,,,high,inked group illustration,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1814274778473373700,2024-07-19,artwork,,,,,high,"archival colour piece, オカルト特捜団",confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1814572154119463163,2024-07-20,page_log,3,,,,high,RESET,confirmed,human_confirmed,ok,Ch 416 p. 3 sketch,page_log,3,,2026-08-30T06:00:17.009316+00:00
1814619700581834851,2024-07-20,artwork,,,,,high,archival YuYu Hakusho colour cuts,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1814934744771272834,2024-07-21,page_log,4,,,,high,a second sheet is stacked but obscured,confirmed,human_confirmed,ok,both pages are 4,page_log,4,,2026-08-30T06:00:17.009316+00:00
1815296394288357729,2024-07-22,page_log,5,,,,high,,confirmed,human_confirmed,ok,,page_log,5,,2026-08-30T06:00:17.009316+00:00
1815665065259114815,2024-07-23,page_log,6 7,,,,high,,confirmed,human_confirmed,ok,,page_log,6 7,,2026-08-30T06:00:17.009316+00:00
1816102624497725593,2024-07-24,artwork,,,,,high,green-toned figure painting,confirmed,human_confirmed,ok,Meruem,artwork,,,2026-08-30T06:00:17.009316+00:00
1816383027968405535,2024-07-25,page_log,9,,,,high,,confirmed,human_confirmed,ok,Ch 416 p. 9 sketch,page_log,9,,2026-08-30T06:00:17.009316+00:00
1816443366999285898,2024-07-25,artwork,,,,,high,colour Gon and Killua,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1816745938922405924,2024-07-26,page_log,10 11,,,,high,,confirmed,human_confirmed,ok,Ch 416 p. 10 sketch,page_log,10 11,,2026-08-30T06:00:17.009316+00:00
1817170859867652406,2024-07-27,artwork,,,,,high,airbrush-style colour group piece,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1817474591658586607,2024-07-28,page_log,13,,,,high,,confirmed,human_confirmed,ok,,page_log,13,,2026-08-30T06:00:17.009316+00:00
1817534075084865875,2024-07-28,artwork,,,,,high,archival YuYu Hakusho colour カットC,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1817833700547273164,2024-07-29,page_log,14 15,,,,high,,confirmed,human_confirmed,ok,,page_log,14 15,,2026-08-30T06:00:17.009316+00:00
1818196050169217461,2024-07-30,page_log,16 17,,,,high,,confirmed,human_confirmed,ok,Ch 416 p. 17 sketch,page_log,16 17,,2026-08-30T06:00:17.009316+00:00
1818263260392808635,2024-07-30,artwork,,,,,high,archival YuYu Hakusho cuts 68-71,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1818610833964056593,2024-07-31,artwork,,,,,high,colour Gon with stick,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1819282115009380402,2024-08-02,page_log,2,,,,high,RESET,confirmed,human_confirmed,ok,Ch 417 p. 2 sketch,page_log,2,,2026-08-30T06:00:17.009316+00:00
1819645880905224671,2024-08-03,page_log,3,,,,high,,confirmed,human_confirmed,ok,Ch 417 p. 3 sketch,page_log,3,,2026-08-30T06:00:17.009316+00:00
1820007259818352688,2024-08-04,page_log,4,,,,high,,confirmed,human_confirmed,ok,,page_log,4,,2026-08-30T06:00:17.009316+00:00
1820380125768331689,2024-08-05,page_log,5 6,,,,high,,confirmed,human_confirmed,ok,Ch 417 p. 5 sketch,page_log,5 6,,2026-08-30T06:00:17.009316+00:00
1820754308746600934,2024-08-06,page_log,7 8,,,,high,,confirmed,human_confirmed,ok,Ch 417 p. 7 sketch,page_log,7 8,,2026-08-30T06:00:17.009316+00:00
1821094894129307742,2024-08-07,page_log,9 10,,,,high,,confirmed,human_confirmed,ok,,page_log,9 10,,2026-08-30T06:00:17.009316+00:00
1821474816077254935,2024-08-08,page_log,11,,,,high,,confirmed,human_confirmed,ok,,page_log,11,,2026-08-30T06:00:17.009316+00:00
1821819211624391128,2024-08-09,page_log,12,,,,high,,confirmed,human_confirmed,ok,,page_log,12,,2026-08-30T06:00:17.009316+00:00
1822190708452893045,2024-08-10,page_log,13,,,,high,,confirmed,human_confirmed,ok,Ch 417 p. 13 sketch,page_log,13,,2026-08-30T06:00:17.009316+00:00
1822565040462942210,2024-08-11,page_log,14,,,,high,,confirmed,human_confirmed,ok,Ch 417 p. 14 sketch,page_log,14,,2026-08-30T06:00:17.009316+00:00
1823271123489812566,2024-08-13,page_log,16,,,,high,,confirmed,human_confirmed,ok,Ch 417 p. 16 sketch,page_log,16,,2026-08-30T06:00:17.009316+00:00
1823645373308535190,2024-08-14,page_log,17,,,,high,,confirmed,human_confirmed,ok,,page_log,17,,2026-08-30T06:00:17.009316+00:00
1823994863806828636,2024-08-15,page_log,18,,,,high,,confirmed,human_confirmed,ok,Ch 417 p. 18 sketch,page_log,18,,2026-08-30T06:00:17.009316+00:00
1825081134868283791,2024-08-18,page_log,2,,,,high,RESET,confirmed,human_confirmed,ok,Ch 418 p. 2 sketch,page_log,2,,2026-08-30T06:00:17.009316+00:00
1825492550997934220,2024-08-19,page_log,3 4,,,,high,,confirmed,human_confirmed,ok,,page_log,3 4,,2026-08-30T06:00:17.009316+00:00
1825809560046809595,2024-08-20,page_log,5 6,,,,high,,confirmed,human_confirmed,ok,Ch 418 p. 5 sketch,page_log,5 6,,2026-08-30T06:00:17.009316+00:00
1826169801531863275,2024-08-21,page_log,7,,,,high,,confirmed,human_confirmed,ok,Ch 418 p. 7 sketch,page_log,7,,2026-08-30T06:00:17.009316+00:00
1826540225738539468,2024-08-22,page_log,8,,,,high,,confirmed,human_confirmed,ok,Ch 418 p. 8 sketch,page_log,8,,2026-08-30T06:00:17.009316+00:00
1826892826421989629,2024-08-23,page_log,9,,,,high,,confirmed,human_confirmed,ok,Ch 418 p. 9 sketch,page_log,9,,2026-08-30T06:00:17.009316+00:00
1827297359690395824,2024-08-24,page_log,10,,,,high,,confirmed,human_confirmed,ok,,page_log,10,,2026-08-30T06:00:17.009316+00:00
1827619471848304826,2024-08-25,page_log,11,,,,high,,confirmed,human_confirmed,ok,Ch 418 p. 11 sketch,page_log,11,,2026-08-30T06:00:17.009316+00:00
1827981905326977056,2024-08-26,page_log,12,,,,high,,confirmed,human_confirmed,ok,Ch 418 p. 12 sketch,page_log,12,,2026-08-30T06:00:17.009316+00:00
1828342600266649952,2024-08-27,page_log,13,,,,high,blue ink spill on the desk,confirmed,human_confirmed,ok,Ch 418 p. 13 sketch,page_log,13,,2026-08-30T06:00:17.009316+00:00
1831648845610283430,2024-09-05,page_log,15,,,,high,,confirmed,human_confirmed,ok,,page_log,15,,2026-08-30T06:00:17.009316+00:00
1831980618533732490,2024-09-06,page_log,16 17,,,,high,,confirmed,human_confirmed,ok,Ch 418 p. 16 sketch,page_log,16 17,,2026-08-30T06:00:17.009316+00:00
1832380555985646004,2024-09-07,page_log,18,,,,high,,confirmed,human_confirmed,ok,Ch 418 p. 18 sketch,page_log,18,,2026-08-30T06:00:17.009316+00:00
1833426874980306991,2024-09-10,page_log,2,,,,high,RESET,confirmed,human_confirmed,ok,,page_log,2,,2026-08-30T06:00:17.009316+00:00
1834174699338858589,2024-09-12,page_log,4,,,,high,pencil figure sketch on the sheet,confirmed,human_confirmed,ok,,page_log,4,,2026-08-30T06:00:17.009316+00:00
1834532700780429764,2024-09-13,page_log,5,,,,high,,confirmed,human_confirmed,ok,,page_log,5,,2026-08-30T06:00:17.009316+00:00
1834886992758555072,2024-09-14,page_log,6,,,,high,,confirmed,human_confirmed,ok,,page_log,6,,2026-08-30T06:00:17.009316+00:00
1835237596362060120,2024-09-15,page_log,7,,,,high,,confirmed,human_confirmed,ok,,page_log,7,,2026-08-30T06:00:17.009316+00:00
1835590695081427080,2024-09-16,page_log,8 9,,,,high,,confirmed,human_confirmed,ok,,page_log,8 9,,2026-08-30T06:00:17.009316+00:00
1836344533979926813,2024-09-18,page_log,12,,,,high,,confirmed,human_confirmed,ok,,page_log,12,,2026-08-30T06:00:17.009316+00:00
1836677429173325882,2024-09-19,page_log,13 14,,,,high,,confirmed,human_confirmed,ok,,page_log,13 14,,2026-08-30T06:00:17.009316+00:00
1838851210801246321,2024-09-25,page_log,6 7 8,,,,high,,confirmed,human_confirmed,ok,,page_log,6 7 8,,2026-08-30T06:00:17.009316+00:00
1839217283606131150,2024-09-26,page_log,9 10 11,,,,high,,confirmed,human_confirmed,ok,,page_log,9 10 11,,2026-08-30T06:00:17.009316+00:00
1839602562120712194,2024-09-27,page_log,12 13 14,,,,high,,confirmed,human_confirmed,ok,,page_log,12 13 14,,2026-08-30T06:00:17.009316+00:00
1839938838791368773,2024-09-28,page_log,15 16 17,,,,high,,confirmed,human_confirmed,ok,,page_log,15 16 17,,2026-08-30T06:00:17.009316+00:00
1841074277870944293,2024-10-01,page_log,3 4,,,,high,page count RESETS -> new chapter,confirmed,human_confirmed,ok,,page_log,3 4,,2026-08-30T06:00:17.009316+00:00
1841427298068930625,2024-10-02,page_log,5 6,,,,high,,confirmed,human_confirmed,ok,,page_log,5 6,,2026-08-30T06:00:17.009316+00:00
1841771494793216024,2024-10-03,page_log,7 8,,,,high,,confirmed,human_confirmed,ok,,page_log,7 8,,2026-08-30T06:00:17.009316+00:00
1842182988823699493,2024-10-04,page_log,9 10,,,,high,,confirmed,human_confirmed,ok,,page_log,9 10,,2026-08-30T06:00:17.009316+00:00
1842526216286572951,2024-10-05,page_log,11,,,,high,,confirmed,human_confirmed,ok,,page_log,11,,2026-08-30T06:00:17.009316+00:00
1842846392790000107,2024-10-06,page_log,12 13,,,,high,,confirmed,human_confirmed,ok,,page_log,12 13,,2026-08-30T06:00:17.009316+00:00
1843201422437028274,2024-10-07,page_log,14 15,,,,high,,confirmed,human_confirmed,ok,,page_log,14 15,,2026-08-30T06:00:17.009316+00:00
1843568558225404363,2024-10-08,page_log,16 17,,,,high,,confirmed,human_confirmed,ok,,page_log,16 17,,2026-08-30T06:00:17.009316+00:00
1844302318327759090,2024-10-10,page_log,1 2,,,,high,,confirmed,human_confirmed,ok,,page_log,1 2,,2026-08-30T06:00:17.009316+00:00
1844660092039569635,2024-10-11,page_log,3 4,,,,high,,confirmed,human_confirmed,ok,,page_log,3 4,,2026-08-30T06:00:17.009316+00:00
1845098019890586057,2024-10-12,page_log,5 6,,,,high,,confirmed,human_confirmed,ok,,page_log,5 6,,2026-08-30T06:00:17.009316+00:00
1845749854292840874,2024-10-14,page_log,9 10,,,,high,,confirmed,human_confirmed,ok,,page_log,9 10,,2026-08-30T06:00:17.009316+00:00
1846118283449446869,2024-10-15,page_log,11 12,,,,high,,confirmed,human_confirmed,ok,,page_log,11 12,,2026-08-30T06:00:17.009316+00:00
1846466366150529357,2024-10-16,page_log,13 14,,,,high,,confirmed,human_confirmed,ok,,page_log,13 14,,2026-08-30T06:00:17.009316+00:00
1846836490732818622,2024-10-17,page_log,15 16,,,,high,,confirmed,human_confirmed,ok,,page_log,15 16,,2026-08-30T06:00:17.009316+00:00
1847277399219802336,2024-10-18,page_log,17 18,,,,high,,confirmed,human_confirmed,ok,,page_log,17 18,,2026-08-30T06:00:17.009316+00:00
1847921641529225252,2024-10-20,page_log,2 3,,,,high,page count RESETS -> new chapter,confirmed,human_confirmed,ok,,page_log,2 3,,2026-08-30T06:00:17.009316+00:00
1848276953876631635,2024-10-21,page_log,4 5,,,,high,RESET,confirmed,human_confirmed,ok,,page_log,4 5,,2026-08-30T06:00:17.009316+00:00
1849027649039188449,2024-10-23,page_log,8 9,,,,high,partly covered by a plush toy,confirmed,human_confirmed,ok,,page_log,8 9,,2026-08-30T06:00:17.009316+00:00
1849380852440215626,2024-10-24,page_log,10 11,,,,high,Shueisha envelope on the desk,confirmed,human_confirmed,ok,,page_log,10 11,,2026-08-30T06:00:17.009316+00:00
1849740459159191597,2024-10-25,page_log,12 13,,,,high,pencil Gon sketch resting on the stack,confirmed,human_confirmed,ok,,page_log,12 13,,2026-08-30T06:00:17.009316+00:00
1850136722241425490,2024-10-26,page_log,14 15,,,,high,,confirmed,human_confirmed,ok,,page_log,14 15,,2026-08-30T06:00:17.009316+00:00
1850465656988475814,2024-10-27,page_log,16 17,,,,high,,confirmed,human_confirmed,ok,,page_log,16 17,,2026-08-30T06:00:17.009316+00:00
1851536123706941636,2024-10-30,page_log,3 4,,,,high,RESET,confirmed,human_confirmed,ok,,page_log,3 4,,2026-08-30T06:00:17.009316+00:00
1851926903923577299,2024-10-31,page_log,5 6,,,,high,,confirmed,human_confirmed,ok,,page_log,5 6,,2026-08-30T06:00:17.009316+00:00
1852330736583692500,2024-11-01,page_log,7 8,,,,high,,confirmed,human_confirmed,ok,,page_log,7 8,,2026-08-30T06:00:17.009316+00:00
1852646493074702518,2024-11-02,page_log,9 10,,,,high,,confirmed,human_confirmed,ok,,page_log,9 10,,2026-08-30T06:00:17.009316+00:00
1853010843467960685,2024-11-03,page_log,11 12,,,,high,group illustration resting on the stack,confirmed,human_confirmed,ok,,page_log,11 12,,2026-08-30T06:00:17.009316+00:00
1853392073246011796,2024-11-04,page_log,13 14,,,,high,,confirmed,human_confirmed,ok,,page_log,13 14,,2026-08-30T06:00:17.009316+00:00
1853779871308411363,2024-11-05,page_log,15 16,,,,high,,confirmed,human_confirmed,ok,,page_log,15 16,,2026-08-30T06:00:17.009316+00:00
1975659435868758215,2025-10-07,milestone_text,,No.414 台詞入れ 完了!,414,台詞入れ完了,high,2025-10 era: milestone written on the sheet,confirmed,human_confirmed,ok,,milestone_text,,No.414 台詞入れ 完了!,2026-08-30T06:00:17.009316+00:00
1975887096029348124,2025-10-08,milestone_text,,No.415 台詞入れ 完了,415,台詞入れ完了,high,,confirmed,human_confirmed,ok,,milestone_text,,No.415 台詞入れ 完了,2026-08-30T06:00:17.009316+00:00
1976303383805092095,2025-10-09,milestone_text,,No.417 台詞入れ 完了,417,台詞入れ完了,high,reads 417; sequence would suggest 416 - verify,confirmed,human_confirmed,ok,,milestone_text,,No.417 台詞入れ 完了,2026-08-30T06:00:17.009316+00:00
1976212321283485898,2025-10-09,milestone_text,,No.416 台詞入れ 完了!,416,台詞入れ完了,high,small handwriting in a bubble beside a pencil portrait; second post that day,confirmed,human_confirmed,ok,,milestone_text,,No.416 台詞入れ 完了!,2026-08-30T06:00:17.009316+00:00
1976594157939638610,2025-10-10,milestone_text,,No.418 台詞入れ 完了!,418,台詞入れ完了,high,"digits read as ""48""; 418 inferred from sequence",confirmed,human_confirmed,ok,,milestone_text,,No.418 台詞入れ 完了!,2026-08-30T06:00:17.009316+00:00
1977033686664331359,2025-10-11,milestone_text,,No.420 台詞入れ 完了! / 10話分の指定が完了しました。引き続き原稿を進めて行きます。,420,台詞入れ完了,high,ALSO states specifications for 10 chapters are complete,confirmed,human_confirmed,ok,,milestone_text,,No.420 台詞入れ 完了! / 10話分の指定が完了しました。引き続き原稿を進めて行きます。,2026-08-30T06:00:17.009316+00:00
1978401791663390746,2025-10-15,page_log,2,,,,high,,confirmed,human_confirmed,ok,,page_log,2,,2026-08-30T06:00:17.009316+00:00
1978697089862271029,2025-10-16,page_log,3,,,,high,,confirmed,human_confirmed,ok,,page_log,3,,2026-08-30T06:00:17.009316+00:00
1979061149418057774,2025-10-17,page_log,4,,,,high,,confirmed,human_confirmed,ok,,page_log,4,,2026-08-30T06:00:17.009316+00:00
1979771078940762586,2025-10-19,page_log,5,,,,high,a second sheet partly hidden,confirmed,human_confirmed,ok,,page_log,5,,2026-08-30T06:00:17.009316+00:00
1981366885301309657,2025-10-23,page_log,6 7,,,,high,,confirmed,human_corrected,fix,,page_log,6,,2026-08-30T06:00:17.009316+00:00
1987834494318162019,2025-11-10,milestone_text,1,No.426 ペン入れ 開始!,426,ペン入れ開始,high,"start event, not a completion",confirmed,human_corrected,fix,This is also a page log,milestone_text,,No.426 ペン入れ 開始!,2026-08-30T06:00:17.009316+00:00
2000981302913458294,2025-12-16,milestone_text,,No.426 人物ペン入れ 完了,426,人物ペン入れ完了,high,,confirmed,human_confirmed,ok,,milestone_text,,No.426 人物ペン入れ 完了,2026-08-30T06:00:17.009316+00:00
2004867336483078549,2025-12-27,milestone_text,,No.412 原稿完成,412,原稿完成,high,,confirmed,human_confirmed,ok,,milestone_text,,No.412 原稿完成,2026-08-30T06:00:17.009316+00:00
2011143493742387642,2026-01-13,milestone_text,,No.413 原稿完成,413,原稿完成,high,,confirmed,human_confirmed,ok,,milestone_text,,No.413 原稿完成,2026-08-30T06:00:17.009316+00:00
2011145474154381687,2026-01-13,unclear,,,,,high,"monthly schedule board, two date cells scribbled out, no readable chapter",confirmed,human_confirmed,ok,There is no handwriting in this photo. Those two dots are not scribbled dates. They are eyes of an unfinished sketch.,unclear,,,2026-08-30T06:00:17.009316+00:00
2011305545647735170,2026-01-14,milestone_text,,No.414 原稿完成!,414,原稿完成,high,written on a chocolate carton,confirmed,human_confirmed,ok,,milestone_text,,No.414 原稿完成!,2026-08-30T06:00:17.009316+00:00
2013553432829813035,2026-01-20,milestone_text,,No.415 原稿完成,415,原稿完成,high,,confirmed,human_confirmed,ok,,milestone_text,,No.415 原稿完成,2026-08-30T06:00:17.009316+00:00
2014782311775236214,2026-01-23,milestone_text,,No.416 原稿完成,416,原稿完成,high,,confirmed,human_confirmed,ok,,milestone_text,,No.416 原稿完成,2026-08-30T06:00:17.009316+00:00
2014789100658950178,2026-01-23,milestone_text,,No.427 人物ペン入れ完了。,427,人物ペン入れ完了,high,written on a Shueisha envelope; numbered page stack beneath,confirmed,human_confirmed,ok,,milestone_text,,No.427 人物ペン入れ完了。,2026-08-30T06:00:17.009316+00:00
2015898522009403793,2026-01-26,milestone_text,,No.421 背景指定書 作成完了,421,背景指定書作成完了,high,,confirmed,human_confirmed,ok,,milestone_text,,No.421 背景指定書 作成完了,2026-08-30T06:00:17.009316+00:00
2016302995970076779,2026-01-28,milestone_text,,No.421 表紙用カラーと台詞入れ完了,421,台詞入れ完了,high,also cover colour complete,confirmed,human_confirmed,ok,,milestone_text,,No.421 表紙用カラーと台詞入れ完了,2026-08-30T06:00:17.009316+00:00
2019278910136193215,2026-02-05,milestone_text,,No.417 原稿完成,417,原稿完成,high,fills the gap: ch417 had no manuscript_complete event before this,confirmed,human_confirmed,ok,,milestone_text,,No.417 原稿完成,2026-08-30T06:00:17.009316+00:00
2023496133910425796,2026-02-16,milestone_text,,No.428 人物ペン入れ 完了,428,人物ペン入れ完了,high,,confirmed,human_confirmed,ok,,milestone_text,,No.428 人物ペン入れ 完了,2026-08-30T06:00:17.009316+00:00
2029207167656706336,2026-03-04,milestone_text,,No.422 台詞と背景指定書 作成完了,422,台詞入れ完了;背景指定書作成完了,high,two stages in one post,confirmed,human_confirmed,ok,,milestone_text,,No.422 台詞と背景指定書 作成完了,2026-08-30T06:00:17.009316+00:00
2030043233129226406,2026-03-06,milestone_text,,No.423 背景指定 完成,423,背景指定書作成完了,high,,confirmed,human_confirmed,ok,,milestone_text,,No.423 背景指定 完成,2026-08-30T06:00:17.009316+00:00
2032117895745192356,2026-03-12,milestone_text,,No.425 背景指定書作成 完了…,425,背景指定書作成完了,high,,confirmed,human_confirmed,ok,,milestone_text,,No.425 背景指定書作成 完了…,2026-08-30T06:00:17.009316+00:00
2033276639208153570,2026-03-15,milestone_text,,No.427 背景指定書 完了,427,背景指定書作成完了,high,,confirmed,human_confirmed,ok,,milestone_text,,No.427 背景指定書 完了,2026-08-30T06:00:17.009316+00:00
2033764977727967457,2026-03-17,milestone_text,,No.429 人物ペン入れ完了…,429,人物ペン入れ完了,high,,confirmed,human_confirmed,ok,,milestone_text,,No.429 人物ペン入れ完了…,2026-08-30T06:00:17.009316+00:00
2084155567363539307,2026-08-03,milestone_text,,No.433 人物ペン入れ完了。,433,人物ペン入れ完了,high,photographed against roses,confirmed,human_confirmed,ok,,milestone_text,,No.433 人物ペン入れ完了。,2026-08-30T06:00:17.009316+00:00
2092902182790341023,2026-08-27,milestone_text,,No.429 背景指定書 完成,429,背景指定書作成完了,high,"user-supplied tweet, 2026-08-27",confirmed,human_confirmed,ok,,milestone_text,,No.429 背景指定書 完成,2026-08-30T06:00:17.009316+00:00
