tweet_id,date,image_type,pages_shown,transcribed_text,chapters,stage_raw,annotator,method,confidence,annotated_at,status,notes,sheet
1819282115009380402,2024-08-02,page_log,2,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,RESET,sheet_034.jpg
1819645880905224671,2024-08-03,page_log,3,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_034.jpg
1820007259818352688,2024-08-04,page_log,4,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_034.jpg
1820380125768331689,2024-08-05,page_log,5 6,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_034.jpg
1820754308746600934,2024-08-06,page_log,7 8,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_035.jpg
1821094894129307742,2024-08-07,page_log,9 10,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_035.jpg
1821474816077254935,2024-08-08,page_log,11,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_035.jpg
1821819211624391128,2024-08-09,page_log,12,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_035.jpg
1822190708452893045,2024-08-10,page_log,13,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_035.jpg
1822565040462942210,2024-08-11,page_log,14,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_035.jpg
1823271123489812566,2024-08-13,page_log,16,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_036.jpg
1823645373308535190,2024-08-14,page_log,17,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_036.jpg
1823994863806828636,2024-08-15,page_log,18,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_036.jpg
1825081134868283791,2024-08-18,page_log,2,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,RESET,sheet_036.jpg
1825492550997934220,2024-08-19,page_log,3 4,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_036.jpg
1825809560046809595,2024-08-20,page_log,5 6,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_036.jpg
1826169801531863275,2024-08-21,page_log,7,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_037.jpg
1826540225738539468,2024-08-22,page_log,8,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_037.jpg
1826892826421989629,2024-08-23,page_log,9,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_037.jpg
1827297359690395824,2024-08-24,page_log,10,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_037.jpg
1827619471848304826,2024-08-25,page_log,11,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_037.jpg
1827981905326977056,2024-08-26,page_log,12,,,,claude,vision_model,high,2026-08-27T14:00:00Z,proposed,,sheet_037.jpg
1828342600266649952,2024-08-27,page_log,13,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,blue ink spill on the desk,sheet_038.jpg
1831648845610283430,2024-09-05,page_log,15,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_038.jpg
1831980618533732490,2024-09-06,page_log,16 17,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_038.jpg
1832380555985646004,2024-09-07,page_log,18,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_038.jpg
1833426874980306991,2024-09-10,page_log,2,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,RESET,sheet_038.jpg
1834174699338858589,2024-09-12,page_log,4,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,pencil figure sketch on the sheet,sheet_038.jpg
1834532700780429764,2024-09-13,page_log,5,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_039.jpg
1834886992758555072,2024-09-14,page_log,6,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_039.jpg
1835237596362060120,2024-09-15,page_log,7,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_039.jpg
1835590695081427080,2024-09-16,page_log,8 9,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_039.jpg
1836344533979926813,2024-09-18,page_log,12,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_039.jpg
1836677429173325882,2024-09-19,page_log,13 14,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_039.jpg
1838851210801246321,2024-09-25,page_log,6 7 8,,,,claude,vision_model,high,2026-08-27T12:00:00Z,proposed,,sheet_040.jpg
1839217283606131150,2024-09-26,page_log,9 10 11,,,,claude,vision_model,high,2026-08-27T12:00:00Z,proposed,,sheet_040.jpg
1839602562120712194,2024-09-27,page_log,12 13 14,,,,claude,vision_model,high,2026-08-27T12:00:00Z,proposed,,sheet_040.jpg
1839938838791368773,2024-09-28,page_log,15 16 17,,,,claude,vision_model,high,2026-08-27T12:00:00Z,proposed,,sheet_040.jpg
1841074277870944293,2024-10-01,page_log,3 4,,,,claude,vision_model,high,2026-08-27T12:00:00Z,proposed,page count RESETS -> new chapter,sheet_040.jpg
1841427298068930625,2024-10-02,page_log,5 6,,,,claude,vision_model,high,2026-08-27T12:00:00Z,proposed,,sheet_040.jpg
1841771494793216024,2024-10-03,page_log,7 8,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_041.jpg
1842182988823699493,2024-10-04,page_log,9 10,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_041.jpg
1842526216286572951,2024-10-05,page_log,11,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_041.jpg
1842846392790000107,2024-10-06,page_log,12 13,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_041.jpg
1843201422437028274,2024-10-07,page_log,14 15,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_041.jpg
1843568558225404363,2024-10-08,page_log,16 17,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_041.jpg
1844302318327759090,2024-10-10,page_log,1 2,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_042.jpg
1844660092039569635,2024-10-11,page_log,3 4,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_042.jpg
1845098019890586057,2024-10-12,page_log,5 6,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_042.jpg
1845749854292840874,2024-10-14,page_log,9 10,,,,claude,vision_model,high,2026-08-27T18:00:00Z,proposed,,sheet_new.jpg
1846118283449446869,2024-10-15,page_log,11 12,,,,claude,vision_model,high,2026-08-27T18:00:00Z,proposed,,sheet_new.jpg
1846466366150529357,2024-10-16,page_log,13 14,,,,claude,vision_model,high,2026-08-27T18:00:00Z,proposed,,sheet_new.jpg
1846836490732818622,2024-10-17,page_log,15 16,,,,claude,vision_model,high,2026-08-27T18:00:00Z,proposed,,sheet_new.jpg
1847277399219802336,2024-10-18,page_log,17 18,,,,claude,vision_model,high,2026-08-27T18:00:00Z,proposed,,sheet_new.jpg
1847921641529225252,2024-10-20,page_log,2 3,,,,claude,vision_model,high,2026-08-27T18:00:00Z,proposed,page count RESETS -> new chapter,sheet_new.jpg
1848276953876631635,2024-10-21,page_log,4 5,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,RESET,sheet_042.jpg
1849027649039188449,2024-10-23,page_log,8 9,,,,claude,vision_model,medium,2026-08-27T14:15:00Z,proposed,partly covered by a plush toy,sheet_042.jpg
1849380852440215626,2024-10-24,page_log,10 11,,,,claude,vision_model,high,2026-08-27T18:00:00Z,proposed,Shueisha envelope on the desk,sheet_new.jpg
1849740459159191597,2024-10-25,page_log,12 13,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,pencil Gon sketch resting on the stack,sheet_042.jpg
1850136722241425490,2024-10-26,page_log,14 15,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_043.jpg
1850465656988475814,2024-10-27,page_log,16 17,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_043.jpg
1851536123706941636,2024-10-30,page_log,3 4,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,RESET,sheet_043.jpg
1851926903923577299,2024-10-31,page_log,5 6,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_043.jpg
1852330736583692500,2024-11-01,page_log,7 8,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_043.jpg
1852646493074702518,2024-11-02,page_log,9 10,,,,claude,vision_model,high,2026-08-27T14:15:00Z,proposed,,sheet_043.jpg
1853010843467960685,2024-11-03,page_log,11 12,,,,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,group illustration resting on the stack,sheet_044.jpg
1853392073246011796,2024-11-04,page_log,13 14,,,,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_044.jpg
1853779871308411363,2024-11-05,page_log,15 16,,,,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_044.jpg
1975659435868758215,2025-10-07,milestone_text,,No.414 台詞入れ 完了!,414,台詞入れ完了,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,2025-10 era: milestone written on the sheet,sheet_044.jpg
1975887096029348124,2025-10-08,milestone_text,,No.415 台詞入れ 完了,415,台詞入れ完了,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_044.jpg
1976303383805092095,2025-10-09,milestone_text,,No.417 台詞入れ 完了,417,台詞入れ完了,claude,vision_model,medium,2026-08-27T14:30:00Z,proposed,reads 417; sequence would suggest 416 - verify,sheet_044.jpg
1976212321283485898,2025-10-09,milestone_text,,No.416 台詞入れ 完了!,416,台詞入れ完了,claude,vision_model,medium,2026-08-27T18:00:00Z,proposed,small handwriting in a bubble beside a pencil portrait; second post that day,sheet_new.jpg
1976594157939638610,2025-10-10,milestone_text,,No.418 台詞入れ 完了!,418,台詞入れ完了,claude,vision_model,medium,2026-08-27T14:30:00Z,proposed,"digits read as ""48""; 418 inferred from sequence",sheet_045.jpg
1977033686664331359,2025-10-11,milestone_text,,No.420 台詞入れ 完了! / 10話分の指定が完了しました。引き続き原稿を進めて行きます。,420,台詞入れ完了,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,ALSO states specifications for 10 chapters are complete,sheet_045.jpg
1978401791663390746,2025-10-15,page_log,2,,,,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_045.jpg
1978697089862271029,2025-10-16,page_log,3,,,,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_045.jpg
1979061149418057774,2025-10-17,page_log,4,,,,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_045.jpg
1979771078940762586,2025-10-19,page_log,5,,,,claude,vision_model,medium,2026-08-27T14:30:00Z,proposed,a second sheet partly hidden,sheet_045.jpg
1981366885301309657,2025-10-23,page_log,6,,,,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_046.jpg
1987834494318162019,2025-11-10,milestone_text,,No.426 ペン入れ 開始!,426,ペン入れ開始,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,"start event, not a completion",sheet_046.jpg
2000981302913458294,2025-12-16,milestone_text,,No.426 人物ペン入れ 完了,426,人物ペン入れ完了,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_046.jpg
2004867336483078549,2025-12-27,milestone_text,,No.412 原稿完成,412,原稿完成,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_046.jpg
2011143493742387642,2026-01-13,milestone_text,,No.413 原稿完成,413,原稿完成,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_046.jpg
2011145474154381687,2026-01-13,unclear,,,,,claude,vision_model,low,2026-08-27T18:00:00Z,proposed,"monthly schedule board, two date cells scribbled out, no readable chapter",sheet_new.jpg
2011305545647735170,2026-01-14,milestone_text,,No.414 原稿完成!,414,原稿完成,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,written on a chocolate carton,sheet_046.jpg
2013553432829813035,2026-01-20,milestone_text,,No.415 原稿完成,415,原稿完成,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_047.jpg
2014782311775236214,2026-01-23,milestone_text,,No.416 原稿完成,416,原稿完成,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_047.jpg
2014789100658950178,2026-01-23,milestone_text,,No.427 人物ペン入れ完了。,427,人物ペン入れ完了,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,written on a Shueisha envelope; numbered page stack beneath,sheet_047.jpg
2015898522009403793,2026-01-26,milestone_text,,No.421 背景指定書 作成完了,421,背景指定書作成完了,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_047.jpg
2016302995970076779,2026-01-28,milestone_text,,No.421 表紙用カラーと台詞入れ完了,421,台詞入れ完了,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,also cover colour complete,sheet_047.jpg
2019278910136193215,2026-02-05,milestone_text,,No.417 原稿完成,417,原稿完成,claude,vision_model,high,2026-08-27T18:00:00Z,proposed,fills the gap: ch417 had no manuscript_complete event before this,sheet_new.jpg
2023496133910425796,2026-02-16,milestone_text,,No.428 人物ペン入れ 完了,428,人物ペン入れ完了,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_047.jpg
2029207167656706336,2026-03-04,milestone_text,,No.422 台詞と背景指定書 作成完了,422,台詞入れ完了;背景指定書作成完了,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,two stages in one post,sheet_048.jpg
2030043233129226406,2026-03-06,milestone_text,,No.423 背景指定 完成,423,背景指定書作成完了,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_048.jpg
2032117895745192356,2026-03-12,milestone_text,,No.425 背景指定書作成 完了…,425,背景指定書作成完了,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_048.jpg
2033276639208153570,2026-03-15,milestone_text,,No.427 背景指定書 完了,427,背景指定書作成完了,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_048.jpg
2033764977727967457,2026-03-17,milestone_text,,No.429 人物ペン入れ完了…,429,人物ペン入れ完了,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,,sheet_048.jpg
2084155567363539307,2026-08-03,milestone_text,,No.433 人物ペン入れ完了。,433,人物ペン入れ完了,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,photographed against roses,sheet_048.jpg
2092902182790341023,2026-08-27,milestone_text,,No.429 背景指定書 完成,429,背景指定書作成完了,claude,vision_model,high,2026-08-27T14:30:00Z,proposed,"user-supplied tweet, 2026-08-27",sheet_049.jpg
