event_id,event_date,post_created_at,chapter,event_class,stage,status,kind,pages_manuscript,n_pages,chapters_remaining,n_chapters,source_text_ja,extraction_method,confidence,notes,tweet_id,source_url
E00061,2022-09-02,2022-09-02T03:01:12.946000+00:00,396,chapter_stage,bg_work,awaiting_return,,,,,,背景効果返却待ち。,text_explicit,high,,1565535285445701633,https://x.com/Un4v5s8bgsVk9Xp/status/1565535285445701633
E00062,2022-09-02,2022-09-02T03:01:12.946000+00:00,397,chapter_stage,bg_work,awaiting_return,,,,,,背景効果返却待ち。,text_explicit,high,,1565535285445701633,https://x.com/Un4v5s8bgsVk9Xp/status/1565535285445701633
E00063,2022-09-02,2022-09-02T03:01:12.946000+00:00,398,chapter_stage,bg_work,awaiting_return,,,,,,背景効果返却待ち。,text_explicit,high,,1565535285445701633,https://x.com/Un4v5s8bgsVk9Xp/status/1565535285445701633
E00064,2022-09-02,2022-09-02T03:01:12.946000+00:00,399,chapter_stage,bg_work,awaiting_return,,,,,,背景効果返却待ち。,text_explicit,high,,1565535285445701633,https://x.com/Un4v5s8bgsVk9Xp/status/1565535285445701633
E00065,2022-09-02,2022-09-02T03:01:12.946000+00:00,400,chapter_stage,bg_work,awaiting_return,,,,,,背景効果返却待ち。,text_explicit,high,,1565535285445701633,https://x.com/Un4v5s8bgsVk9Xp/status/1565535285445701633
E00342,2022-09-03,2022-09-03,402,page_completed,,,,3,1,,,,image_transcription,high,chapter via reviewer_anchor,1565901913752686592,https://x.com/Un4v5s8bgsVk9Xp/status/1565901913752686592
E00343,2022-09-04,2022-09-04,402,page_completed,,,,4,1,,,,image_transcription,high,chapter via reviewer_anchor,1566280525488148480,https://x.com/Un4v5s8bgsVk9Xp/status/1566280525488148480
E00066,2022-09-05,2022-09-05T04:38:15.948000+00:00,,ancillary_work,,,tankobon,,,,,単行本作業見開き一枚除いて完了。,text_explicit,high,,1566646872483065856,https://x.com/Un4v5s8bgsVk9Xp/status/1566646872483065856
E00067,2022-09-07,2022-09-07T07:16:15.361000+00:00,393,chapter_stage,manuscript_complete,complete,,,,,,完了。,text_explicit,high,"bare status, scoped to chapter",1567411407754506240,https://x.com/Un4v5s8bgsVk9Xp/status/1567411407754506240
E00068,2022-09-07,2022-09-07T07:16:15.361000+00:00,394,chapter_stage,panel_layout,,,,,,,オレのフキダシ描き忘れ。,text_explicit,medium,,1567411407754506240,https://x.com/Un4v5s8bgsVk9Xp/status/1567411407754506240
E00069,2022-09-07,2022-09-07T07:16:15.361000+00:00,395,chapter_stage,bg_work,,,,,,,オレの人物、背景に合わせる,text_explicit,medium,,1567411407754506240,https://x.com/Un4v5s8bgsVk9Xp/status/1567411407754506240
E00070,2022-09-07,2022-09-07T07:16:15.361000+00:00,395,chapter_stage,retouch,in_progress,,,,,,部分の加筆中。,text_explicit,high,,1567411407754506240,https://x.com/Un4v5s8bgsVk9Xp/status/1567411407754506240
E00071,2022-09-07,2022-09-07T07:16:15.361000+00:00,,ancillary_work,,,tankobon,,,,,単行本作業完了。,text_explicit,high,,1567411407754506240,https://x.com/Un4v5s8bgsVk9Xp/status/1567411407754506240
E00344,2022-09-09,2022-09-09,402,page_completed,,,,9,1,,,,image_transcription,medium,chapter via cycle_anchor,1568203247898460161,https://x.com/Un4v5s8bgsVk9Xp/status/1568203247898460161
E00072,2022-09-10,2022-09-10T03:50:02.322000+00:00,395,chapter_stage,retouch,retake,,,,,,加筆、リテイク指示作成完了。,text_explicit,high,multi-stage phrase,1568446675064324098,https://x.com/Un4v5s8bgsVk9Xp/status/1568446675064324098
E00073,2022-09-10,2022-09-10T03:50:02.322000+00:00,395,chapter_stage,bg_spec,complete,,,,,,加筆、リテイク指示作成完了。,text_explicit,high,multi-stage phrase,1568446675064324098,https://x.com/Un4v5s8bgsVk9Xp/status/1568446675064324098
E00074,2022-09-10,2022-09-10T03:50:02.322000+00:00,395,chapter_stage,chapter_level,awaiting_return,,,,,,返却待ち。,text_explicit,high,"bare status, scoped to chapter",1568446675064324098,https://x.com/Un4v5s8bgsVk9Xp/status/1568446675064324098
E00075,2022-09-10,2022-09-10T03:50:02.322000+00:00,397,chapter_stage,dialogue,in_progress,,,,,,台詞清書中。,text_explicit,high,,1568446675064324098,https://x.com/Un4v5s8bgsVk9Xp/status/1568446675064324098
E00076,2022-09-10,2022-09-10T03:50:02.322000+00:00,398,chapter_stage,retouch,in_progress,,,,,,加筆中。,text_explicit,high,,1568446675064324098,https://x.com/Un4v5s8bgsVk9Xp/status/1568446675064324098
E00345,2022-09-11,2022-09-11,402,page_completed,,,,11,1,,,,image_transcription,medium,chapter via cycle_anchor,1568856569747755009,https://x.com/Un4v5s8bgsVk9Xp/status/1568856569747755009
E00346,2022-09-12,2022-09-12,402,page_completed,,,,12,1,,,,image_transcription,medium,chapter via cycle_anchor,1569235741808664576,https://x.com/Un4v5s8bgsVk9Xp/status/1569235741808664576
E00077,2022-09-13,2022-09-13T11:11:55.965000+00:00,394,chapter_stage,manuscript_complete,complete,,,,,,完成。,text_explicit,high,"bare status, scoped to chapter",1569645044940046336,https://x.com/Un4v5s8bgsVk9Xp/status/1569645044940046336
E00078,2022-09-14,2022-09-14T09:10:52.034000+00:00,,disruption,,,workflow_change,,,,,扉模索中。,text_explicit,high,,1569976965670801411,https://x.com/Un4v5s8bgsVk9Xp/status/1569976965670801411
E00079,2022-09-15,2022-09-15T10:50:55.192000+00:00,397,chapter_stage,dialogue,complete,,,,,,台詞清書完了。,text_explicit,high,,1570364532605984770,https://x.com/Un4v5s8bgsVk9Xp/status/1570364532605984770
E00347,2022-09-17,2022-09-17,402,page_completed,,,,17,1,,,,image_transcription,medium,chapter via cycle_anchor,1571060822352494592,https://x.com/Un4v5s8bgsVk9Xp/status/1571060822352494592
E00348,2022-09-18,2022-09-18,402,page_completed,,,,18,1,,,,image_transcription,high,chapter via reviewer_anchor,1571408244450684931,https://x.com/Un4v5s8bgsVk9Xp/status/1571408244450684931
E00349,2022-09-19,2022-09-19,402,page_completed,,,,19,1,,,,image_transcription,medium,chapter via cycle_anchor,1571722358100234240,https://x.com/Un4v5s8bgsVk9Xp/status/1571722358100234240
E00080,2022-09-20,2022-09-20T08:07:19.050000+00:00,395,chapter_stage,manuscript_complete,complete,,,,,,完成。,text_explicit,high,"bare status, scoped to chapter",1572135300050329603,https://x.com/Un4v5s8bgsVk9Xp/status/1572135300050329603
E00081,2022-09-20,2022-09-20T08:07:19.050000+00:00,398,chapter_stage,dialogue,complete,,,,,,台詞清書完了。,text_explicit,high,,1572135300050329603,https://x.com/Un4v5s8bgsVk9Xp/status/1572135300050329603
E00082,2022-09-20,2022-09-20T08:07:19.050000+00:00,,batch_countdown,,,,,,8,,取り敢えず、次はあと8話。,text_explicit,high,,1572135300050329603,https://x.com/Un4v5s8bgsVk9Xp/status/1572135300050329603
E00083,2022-09-20,2022-09-20T08:07:19.050000+00:00,,ancillary_work,,,cover,,,,,表紙カラー完了。,text_explicit,high,,1572135300050329603,https://x.com/Un4v5s8bgsVk9Xp/status/1572135300050329603
E00350,2022-09-21,2022-09-21,403,page_completed,,,,2,1,,,,image_transcription,medium,chapter via cycle_anchor,1572428421187371008,https://x.com/Un4v5s8bgsVk9Xp/status/1572428421187371008
E00351,2022-09-22,2022-09-22,403,page_completed,,,,3,1,,,,image_transcription,medium,chapter via cycle_anchor,1572812396757852160,https://x.com/Un4v5s8bgsVk9Xp/status/1572812396757852160
E00352,2022-09-23,2022-09-23,403,page_completed,,,,4,1,,,,image_transcription,high,chapter via reviewer_anchor,1573236757432336384,https://x.com/Un4v5s8bgsVk9Xp/status/1573236757432336384
E00353,2022-09-24,2022-09-24,403,page_completed,,,,5,1,,,,image_transcription,high,chapter via reviewer_anchor,1573549188888993792,https://x.com/Un4v5s8bgsVk9Xp/status/1573549188888993792
E00354,2022-09-25,2022-09-25,403,page_completed,,,,6,1,,,,image_transcription,medium,chapter via cycle_anchor,1574001223505567744,https://x.com/Un4v5s8bgsVk9Xp/status/1574001223505567744
E00355,2022-09-26,2022-09-26,403,page_completed,,,,7,1,,,,image_transcription,high,chapter via reviewer_anchor,1574326539394592768,https://x.com/Un4v5s8bgsVk9Xp/status/1574326539394592768
E00356,2022-09-28,2022-09-28,403,page_completed,,,,8 9,2,,,,image_transcription,medium,chapter via cycle_anchor,1575098686904111104,https://x.com/Un4v5s8bgsVk9Xp/status/1575098686904111104
E00357,2022-10-01,2022-10-01,403,page_completed,,,,10 11 12 13,4,,,,image_transcription,medium,chapter via cycle_anchor,1576177741103124481,https://x.com/Un4v5s8bgsVk9Xp/status/1576177741103124481
E00084,2022-10-08,2022-10-08T03:34:37.211000+00:00,,batch_countdown,,,,,,7,,取り敢えず、次はあと7話。,text_explicit,high,,1578589655104393218,https://x.com/Un4v5s8bgsVk9Xp/status/1578589655104393218
E00358,2022-10-10,2022-10-10,404,page_completed,,,,3 4 5 6,4,,,,image_transcription,high,chapter via reviewer_anchor,1579463294104240129,https://x.com/Un4v5s8bgsVk9Xp/status/1579463294104240129
E00085,2022-10-12,2022-10-12T06:52:26.521000+00:00,399,chapter_stage,dialogue,complete,,,,,,台詞清書完了。,text_explicit,high,,1580088990060814337,https://x.com/Un4v5s8bgsVk9Xp/status/1580088990060814337
E00086,2022-10-13,2022-10-13T03:24:18.207000+00:00,400,chapter_stage,dialogue,complete,,,,,,台詞清書完了。,text_explicit,high,,1580398998141009920,https://x.com/Un4v5s8bgsVk9Xp/status/1580398998141009920
E00359,2022-10-14,2022-10-14,404,page_completed,,,,10,1,,,,image_transcription,high,chapter via reviewer_anchor,1580904454253002753,https://x.com/Un4v5s8bgsVk9Xp/status/1580904454253002753
E00360,2022-10-15,2022-10-15,404,page_completed,,,,11,1,,,,image_transcription,medium,chapter via cycle_anchor,1581202157696475136,https://x.com/Un4v5s8bgsVk9Xp/status/1581202157696475136
E00087,2022-10-16,2022-10-16T06:44:27.631000+00:00,397,chapter_stage,retouch,in_progress,,,,,,加筆中。終わらない。,text_explicit,high,,1581536532912959488,https://x.com/Un4v5s8bgsVk9Xp/status/1581536532912959488
E00088,2022-10-17,2022-10-17T11:45:53.400000+00:00,397,chapter_stage,retouch,in_progress,,,,,,加筆中。予定外じゃがしかたが,text_explicit,high,,1581974777991831552,https://x.com/Un4v5s8bgsVk9Xp/status/1581974777991831552
E00089,2022-10-18,2022-10-18T15:40:11.434000+00:00,396,chapter_stage,manuscript_complete,complete,,,,,,完成。,text_explicit,high,"bare status, scoped to chapter",1582396129526046721,https://x.com/Un4v5s8bgsVk9Xp/status/1582396129526046721
E00090,2022-10-18,2022-10-18T15:40:11.434000+00:00,397,chapter_stage,retouch,complete,,,,,,加筆完了。リテイク返却待ち。,text_explicit,high,,1582396129526046721,https://x.com/Un4v5s8bgsVk9Xp/status/1582396129526046721
E00091,2022-10-18,2022-10-18T15:40:11.434000+00:00,,disruption,,,workflow_change,,,,,作業細分化に移行。,text_explicit,high,,1582396129526046721,https://x.com/Un4v5s8bgsVk9Xp/status/1582396129526046721
E00092,2022-10-18,2022-10-18T15:40:11.434000+00:00,,disruption,,,workflow_change,,,,,半デジタル化でコピー用紙の消費量,text_explicit,high,,1582396129526046721,https://x.com/Un4v5s8bgsVk9Xp/status/1582396129526046721
E00093,2022-10-18,2022-10-18T15:40:11.434000+00:00,,batch_scope,,,,,,,1,↓1話分。これで30%くらい。,text_explicit,high,,1582396129526046721,https://x.com/Un4v5s8bgsVk9Xp/status/1582396129526046721
E00094,2022-11-02,2022-11-02T05:00:27.487000+00:00,397,chapter_stage,manuscript_complete,complete,,,,,,完了。,text_explicit,high,"bare status, scoped to chapter",1587670953567219712,https://x.com/Un4v5s8bgsVk9Xp/status/1587670953567219712
E00095,2022-11-08,2022-11-08T16:33:40.976000+00:00,398,chapter_stage,chapter_level,retake,,,,,,たった1コマのリテイク待ちで,text_explicit,high,"bare status, scoped to chapter",1590019736498475008,https://x.com/Un4v5s8bgsVk9Xp/status/1590019736498475008
E00096,2022-11-08,2022-11-08T16:33:40.976000+00:00,398,chapter_stage,manuscript_complete,complete,,,,,,完成1週間延びるシステム笑,text_explicit,high,"bare status, scoped to chapter",1590019736498475008,https://x.com/Un4v5s8bgsVk9Xp/status/1590019736498475008
E00097,2022-11-08,2022-11-08T16:33:40.976000+00:00,398,chapter_stage,manuscript_complete,complete,,,,,,15日完了予定。,text_explicit,high,"bare status, scoped to chapter",1590019736498475008,https://x.com/Un4v5s8bgsVk9Xp/status/1590019736498475008
E00098,2022-11-15,2022-11-15T11:23:57.609000+00:00,388,chapter_stage,manuscript_complete,complete,,,,,,399…完成。,text_explicit,low,"bare status, scoped to chapter; chapter_already_published_2018-11-12",1592478507267141634,https://x.com/Un4v5s8bgsVk9Xp/status/1592478507267141634
E00099,2022-11-22,2022-11-22T11:03:27.573000+00:00,400,chapter_stage,manuscript_complete,complete,,,,,,完成。,text_explicit,high,"bare status, scoped to chapter",1595010063181254656,https://x.com/Un4v5s8bgsVk9Xp/status/1595010063181254656
E00100,2022-11-22,2022-11-22T11:03:27.573000+00:00,,disruption,,,workflow_change,,,,,半デジタル化での作業細分化は,text_explicit,high,,1595010063181254656,https://x.com/Un4v5s8bgsVk9Xp/status/1595010063181254656
E00101,2022-11-22,2022-11-22T11:03:27.573000+00:00,,disruption,,,workflow_change,,,,,完全に失敗でした。,text_explicit,high,,1595010063181254656,https://x.com/Un4v5s8bgsVk9Xp/status/1595010063181254656
E00102,2022-11-22,2022-11-22T11:03:27.573000+00:00,,disruption,,,workflow_change,,,,,模索中。,text_explicit,high,,1595010063181254656,https://x.com/Un4v5s8bgsVk9Xp/status/1595010063181254656
E00103,2023-03-09,2023-03-09T05:23:06.374000+00:00,401,chapter_stage,manuscript_complete,complete,,,,,,完成。,text_explicit,high,"bare status, scoped to chapter",1633699912083996672,https://x.com/Un4v5s8bgsVk9Xp/status/1633699912083996672
E00361,2024-05-02,2024-05-02,405,page_completed,,,,6 7,2,,,,image_transcription,high,chapter via reviewer_anchor,1785895428573319488,https://x.com/Un4v5s8bgsVk9Xp/status/1785895428573319488
E00362,2024-05-03,2024-05-03,405,page_completed,,,,8 9,2,,,,image_transcription,high,chapter via reviewer_anchor,1786271534228951329,https://x.com/Un4v5s8bgsVk9Xp/status/1786271534228951329
E00363,2024-05-04,2024-05-04,405,page_completed,,,,10 11,2,,,,image_transcription,high,chapter via reviewer_anchor,1786653489306972278,https://x.com/Un4v5s8bgsVk9Xp/status/1786653489306972278
E00364,2024-05-05,2024-05-05,405,page_completed,,,,12 13 14,3,,,,image_transcription,high,chapter via reviewer_anchor,1786998395732988294,https://x.com/Un4v5s8bgsVk9Xp/status/1786998395732988294
E00365,2024-05-06,2024-05-06,405,page_completed,,,,15 16 17,3,,,,image_transcription,high,chapter via reviewer_anchor,1787384568330301456,https://x.com/Un4v5s8bgsVk9Xp/status/1787384568330301456
E00104,2024-05-07,2024-05-07T08:04:16.116000+00:00,405,chapter_stage,character_inking,complete,,,,,,ペン入れ完了。,text_explicit,high,,1787755312801333609,https://x.com/Un4v5s8bgsVk9Xp/status/1787755312801333609
E00105,2024-05-08,2024-05-08T06:49:48.720000+00:00,406,chapter_stage,chapter_level,started,,,,,,開始。,text_explicit,high,"bare status, scoped to chapter",1788098963050213680,https://x.com/Un4v5s8bgsVk9Xp/status/1788098963050213680
E00366,2024-05-09,2024-05-09,406,page_completed,,,,4 5 6,3,,,,image_transcription,high,chapter via reviewer_anchor,1788466465072640148,https://x.com/Un4v5s8bgsVk9Xp/status/1788466465072640148
E00367,2024-05-10,2024-05-10,406,page_completed,,,,7 8 9,3,,,,image_transcription,high,chapter via reviewer_anchor,1788817836695331294,https://x.com/Un4v5s8bgsVk9Xp/status/1788817836695331294
E00368,2024-05-12,2024-05-12,406,page_completed,,,,13 14 15,3,,,,image_transcription,high,chapter via reviewer_anchor,1789536557353087288,https://x.com/Un4v5s8bgsVk9Xp/status/1789536557353087288
E00106,2024-05-13,2024-05-13T06:07:20.348000+00:00,406,chapter_stage,character_inking,complete,,,,,,ペン入れ完了。,text_explicit,high,,1789900213731078521,https://x.com/Un4v5s8bgsVk9Xp/status/1789900213731078521
E00107,2024-05-14,2024-05-14T07:12:27.089000+00:00,407,chapter_stage,chapter_level,started,,,,,,開始,text_explicit,high,"bare status, scoped to chapter",1790278987656360051,https://x.com/Un4v5s8bgsVk9Xp/status/1790278987656360051
E00369,2024-05-15,2024-05-15,407,page_completed,,,,4 5 7,3,,,,image_transcription,medium,chapter via cycle_anchor,1790651329960087686,https://x.com/Un4v5s8bgsVk9Xp/status/1790651329960087686
E00370,2024-05-16,2024-05-16,407,page_completed,,,,8 9 10,3,,,,image_transcription,high,chapter via reviewer_anchor,1790999903046599157,https://x.com/Un4v5s8bgsVk9Xp/status/1790999903046599157
E00371,2024-05-17,2024-05-17,407,page_completed,,,,11 12 13,3,,,,image_transcription,high,chapter via reviewer_anchor,1791354446531695090,https://x.com/Un4v5s8bgsVk9Xp/status/1791354446531695090
E00108,2024-05-19,2024-05-19T08:00:19.349000+00:00,407,chapter_stage,character_inking,complete,,,,,,ペン入れ完了。,text_explicit,high,,1792102974116044826,https://x.com/Un4v5s8bgsVk9Xp/status/1792102974116044826
E00109,2024-05-20,2024-05-20T08:00:04.543000+00:00,408,chapter_stage,chapter_level,started,,,,,,開始。,text_explicit,high,"bare status, scoped to chapter",1792465299880693916,https://x.com/Un4v5s8bgsVk9Xp/status/1792465299880693916
E00372,2024-05-21,2024-05-21,408,page_completed,,,,4 6,2,,,,image_transcription,medium,chapter via cycle_anchor,1792827789370110105,https://x.com/Un4v5s8bgsVk9Xp/status/1792827789370110105
E00373,2024-05-22,2024-05-22,408,page_completed,,,,7 8 9,3,,,,image_transcription,high,chapter via reviewer_anchor,1793190105412153752,https://x.com/Un4v5s8bgsVk9Xp/status/1793190105412153752
E00374,2024-05-23,2024-05-23,408,page_completed,,,,10 11 12,3,,,,image_transcription,high,chapter via reviewer_anchor,1793552523011469780,https://x.com/Un4v5s8bgsVk9Xp/status/1793552523011469780
E00375,2024-05-24,2024-05-24,408,page_completed,,,,13 14 15,3,,,,image_transcription,high,chapter via reviewer_anchor,1793914960952861172,https://x.com/Un4v5s8bgsVk9Xp/status/1793914960952861172
E00110,2024-05-25,2024-05-25T08:30:36.348000+00:00,,ancillary_work,,,colour_illustration,,,,,カラー原稿の場合はコピーに,text_explicit,high,,1794284922355789914,https://x.com/Un4v5s8bgsVk9Xp/status/1794284922355789914
E00376,2024-05-25,2024-05-25,408,page_completed,,,,16 17 18,3,,,,image_transcription,medium,chapter via cycle_anchor,1794277256837374185,https://x.com/Un4v5s8bgsVk9Xp/status/1794277256837374185
E00111,2024-05-26,2024-05-26T08:00:13.082000+00:00,408,chapter_stage,character_inking,complete,,,,,,ペン入れ完了。,text_explicit,high,,1794639662889439474,https://x.com/Un4v5s8bgsVk9Xp/status/1794639662889439474
E00112,2024-05-26,2024-05-26T08:00:13.082000+00:00,409,chapter_stage,chapter_level,started,,,,,,開始。,text_explicit,high,"bare status, scoped to chapter",1794639662889439474,https://x.com/Un4v5s8bgsVk9Xp/status/1794639662889439474
E00377,2024-05-28,2024-05-28,409,page_completed,,,,6 7 8,3,,,,image_transcription,high,chapter via reviewer_anchor,1795364445029597344,https://x.com/Un4v5s8bgsVk9Xp/status/1795364445029597344
E00378,2024-05-29,2024-05-29,409,page_completed,,,,9 10 11,3,,,,image_transcription,medium,chapter via cycle_anchor,1795726834904289495,https://x.com/Un4v5s8bgsVk9Xp/status/1795726834904289495
E00379,2024-05-30,2024-05-30,409,page_completed,,,,12 13 14,3,,,,image_transcription,high,chapter via reviewer_anchor,1796089191438447033,https://x.com/Un4v5s8bgsVk9Xp/status/1796089191438447033
E00380,2024-05-31,2024-05-31,409,page_completed,,,,15 16 17,3,,,,image_transcription,high,chapter via reviewer_anchor,1796452021056545038,https://x.com/Un4v5s8bgsVk9Xp/status/1796452021056545038
E00113,2024-06-01,2024-06-01T08:03:35.463000+00:00,409,chapter_stage,character_inking,complete,,,,,,ペン入れ完了。,text_explicit,high,,1796814838930530361,https://x.com/Un4v5s8bgsVk9Xp/status/1796814838930530361
E00114,2024-06-01,2024-06-01T08:03:35.463000+00:00,410,chapter_stage,chapter_level,started,,,,,,開始。,text_explicit,high,"bare status, scoped to chapter",1796814838930530361,https://x.com/Un4v5s8bgsVk9Xp/status/1796814838930530361
E00381,2024-06-02,2024-06-02,410,page_completed,,,,2 3 4,3,,,,image_transcription,high,chapter via reviewer_anchor,1797197820585497053,https://x.com/Un4v5s8bgsVk9Xp/status/1797197820585497053
E00382,2024-06-03,2024-06-03,410,page_completed,,,,5 6 7,3,,,,image_transcription,high,chapter via reviewer_anchor,1797538778439090611,https://x.com/Un4v5s8bgsVk9Xp/status/1797538778439090611
E00383,2024-06-04,2024-06-04,410,page_completed,,,,8 9 10,3,,,,image_transcription,high,chapter via reviewer_anchor,1797901236098023911,https://x.com/Un4v5s8bgsVk9Xp/status/1797901236098023911
E00384,2024-06-05,2024-06-05,410,page_completed,,,,11 12 13,3,,,,image_transcription,medium,chapter via cycle_anchor,1798263559031501158,https://x.com/Un4v5s8bgsVk9Xp/status/1798263559031501158
E00385,2024-06-06,2024-06-06,410,page_completed,,,,14 15 16,3,,,,image_transcription,medium,chapter via cycle_anchor,1798626376557498622,https://x.com/Un4v5s8bgsVk9Xp/status/1798626376557498622
E00115,2024-06-07,2024-06-07T11:37:03.559000+00:00,410,chapter_stage,character_inking,complete,,,,,,ペン入れ完了。,text_explicit,high,,1799042887172379083,https://x.com/Un4v5s8bgsVk9Xp/status/1799042887172379083
E00116,2024-06-07,2024-06-07T11:37:03.559000+00:00,405,chapter_stage,dialogue,complete,,,,,,台詞入れ完了。,text_explicit,high,,1799042887172379083,https://x.com/Un4v5s8bgsVk9Xp/status/1799042887172379083
E00117,2024-06-07,2024-06-07T11:37:03.559000+00:00,405,chapter_stage,bg_work,in_progress,,,,,,背景制作中。,text_explicit,high,,1799042887172379083,https://x.com/Un4v5s8bgsVk9Xp/status/1799042887172379083
E00118,2024-06-07,2024-06-07T11:37:03.559000+00:00,411,chapter_stage,chapter_level,started,,,,,,開始。,text_explicit,high,"bare status, scoped to chapter",1799042887172379083,https://x.com/Un4v5s8bgsVk9Xp/status/1799042887172379083
E00386,2024-06-07,2024-06-07,410,page_completed,,,,17 18 19,3,,,,image_transcription,medium,chapter via cycle_anchor,1798988560256864617,https://x.com/Un4v5s8bgsVk9Xp/status/1798988560256864617
E00119,2024-06-08,2024-06-08T11:50:33.115000+00:00,406,chapter_stage,manuscript_complete,complete,,,,,,指定完了。,text_explicit,high,"bare status, scoped to chapter",1799408670562009560,https://x.com/Un4v5s8bgsVk9Xp/status/1799408670562009560
E00387,2024-06-08,2024-06-08,411,page_completed,,,,1 2 3,3,,,,image_transcription,high,chapter via reviewer_anchor,1799350843986350568,https://x.com/Un4v5s8bgsVk9Xp/status/1799350843986350568
E00388,2024-06-09,2024-06-09,411,page_completed,,,,4 5 6,3,,,,image_transcription,high,chapter via reviewer_anchor,1799770247752503341,https://x.com/Un4v5s8bgsVk9Xp/status/1799770247752503341
E00120,2024-06-10,2024-06-10T14:04:29.975000+00:00,406,chapter_stage,dialogue,,,,,,,台詞入れ,text_explicit,medium,,1800167155327230169,https://x.com/Un4v5s8bgsVk9Xp/status/1800167155327230169
E00389,2024-06-10,2024-06-10,411,page_completed,,,,7 8 9,3,,,,image_transcription,high,chapter via reviewer_anchor,1800075528600428979,https://x.com/Un4v5s8bgsVk9Xp/status/1800075528600428979
E00121,2024-06-11,2024-06-11T08:00:20.716000+00:00,406,chapter_stage,dialogue,complete,,,,,,台詞入れ完了。,text_explicit,high,,1800437900758389133,https://x.com/Un4v5s8bgsVk9Xp/status/1800437900758389133
E00390,2024-06-12,2024-06-12,411,page_completed,,,,13 14 15,3,,,,image_transcription,high,chapter via reviewer_anchor,1800800295573971089,https://x.com/Un4v5s8bgsVk9Xp/status/1800800295573971089
E00391,2024-06-13,2024-06-13,411,page_completed,,,,16 17 18,3,,,,image_transcription,medium,chapter via cycle_anchor,1801162627944722613,https://x.com/Un4v5s8bgsVk9Xp/status/1801162627944722613
E00122,2024-06-14,2024-06-14T11:42:02.876000+00:00,411,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,1801580857658065042,https://x.com/Un4v5s8bgsVk9Xp/status/1801580857658065042
E00123,2024-06-15,2024-06-15T08:33:13.643000+00:00,412,chapter_stage,chapter_level,started,,,,,,開始。,text_explicit,high,"bare status, scoped to chapter",1801895727276109991,https://x.com/Un4v5s8bgsVk9Xp/status/1801895727276109991
E00124,2024-06-15,2024-06-15T08:33:13.643000+00:00,407,chapter_stage,dialogue,in_progress,,,,,,指定　台詞入れ進行中。,text_explicit,high,,1801895727276109991,https://x.com/Un4v5s8bgsVk9Xp/status/1801895727276109991
E00125,2024-06-15,2024-06-15T08:33:13.643000+00:00,,ancillary_work,,,colour_illustration,,,,,カラーの仕事、制作中。,text_explicit,high,,1801895727276109991,https://x.com/Un4v5s8bgsVk9Xp/status/1801895727276109991
E00126,2024-06-16,2024-06-16T08:51:02.371000+00:00,,ancillary_work,,,colour_illustration,,,,,カラーの仕事、継続中。,text_explicit,high,,1802262597712089162,https://x.com/Un4v5s8bgsVk9Xp/status/1802262597712089162
E00127,2024-06-16,2024-06-16T13:35:19.807000+00:00,,ancillary_work,,,colour_illustration,,,,,カラーの仕事、完了。,text_explicit,high,,1802334141784203348,https://x.com/Un4v5s8bgsVk9Xp/status/1802334141784203348
E00392,2024-06-17,2024-06-17,412,page_completed,,,,3 4 5,3,,,,image_transcription,high,chapter via reviewer_anchor,1802612319396168016,https://x.com/Un4v5s8bgsVk9Xp/status/1802612319396168016
E00393,2024-06-18,2024-06-18,412,page_completed,,,,6,1,,,,image_transcription,high,chapter via reviewer_anchor,1802985026558320957,https://x.com/Un4v5s8bgsVk9Xp/status/1802985026558320957
E00394,2024-06-19,2024-06-19,412,page_completed,,,,7 8 9,3,,,,image_transcription,high,chapter via reviewer_anchor,1803337143743664338,https://x.com/Un4v5s8bgsVk9Xp/status/1803337143743664338
E00395,2024-06-20,2024-06-20,412,page_completed,,,,10 11 12,3,,,,image_transcription,medium,chapter via cycle_anchor,1803699785347768718,https://x.com/Un4v5s8bgsVk9Xp/status/1803699785347768718
E00396,2024-06-21,2024-06-21,412,page_completed,,,,13 14,2,,,,image_transcription,high,chapter via reviewer_anchor,1804061999074284017,https://x.com/Un4v5s8bgsVk9Xp/status/1804061999074284017
E00397,2024-06-22,2024-06-22,412,page_completed,,,,15 16 17,3,,,,image_transcription,medium,chapter via cycle_anchor,1804424248049700901,https://x.com/Un4v5s8bgsVk9Xp/status/1804424248049700901
E00128,2024-06-23,2024-06-23T08:02:46.226000+00:00,412,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,1804787165458489444,https://x.com/Un4v5s8bgsVk9Xp/status/1804787165458489444
E00129,2024-06-23,2024-06-23T08:02:46.226000+00:00,413,chapter_stage,chapter_level,started,,,,,,開始。,text_explicit,high,"bare status, scoped to chapter",1804787165458489444,https://x.com/Un4v5s8bgsVk9Xp/status/1804787165458489444
E00398,2024-06-24,2024-06-24,413,page_completed,,,,2 3 4,3,,,,image_transcription,medium,chapter via cycle_anchor,1805149366791049565,https://x.com/Un4v5s8bgsVk9Xp/status/1805149366791049565
E00399,2024-06-25,2024-06-25,413,page_completed,,,,5 6 7,3,,,,image_transcription,medium,chapter via cycle_anchor,1805517941452292310,https://x.com/Un4v5s8bgsVk9Xp/status/1805517941452292310
